epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,4515.69,2.14454,1.19993,0.84496,0.70871,0.50917,0.54916,0.25162,2.1468,1.25158,0.82756,0.000598343,0.000598343,0.000598343
144,4548.44,2.17464,1.17327,0.83654,0.71008,0.5094,0.54825,0.25264,2.13094,1.25052,0.82618,0.000595514,0.000595514,0.000595514
145,4579.67,2.16123,1.2099,0.86333,0.70972,0.50893,0.54831,0.25221,2.12754,1.24841,0.82553,0.000592686,0.000592686,0.000592686
146,4609.99,2.06014,1.14379,0.8456,0.7093,0.50729,0.54825,0.24945,2.13657,1.25241,0.82573,0.000589857,0.000589857,0.000589857
147,4641.1,2.17261,1.17818,0.84044,0.71394,0.50925,0.55099,0.24949,2.1432,1.25029,0.82556,0.000587029,0.000587029,0.000587029
148,4672,2.1139,1.15678,0.84382,0.71394,0.50925,0.55099,0.24949,2.1432,1.25029,0.82556,0.0005842,0.0005842,0.0005842
149,4702.97,2.09069,1.15574,0.85104,0.72075,0.51457,0.55536,0.25129,2.14183,1.24515,0.82478,0.000581371,0.000581371,0.000581371
150,4733.45,2.07848,1.12245,0.83812,0.71786,0.51363,0.55234,0.25053,2.14341,1.23786,0.82486,0.000578543,0.000578543,0.000578543
151,4766.94,2.18995,1.17184,0.84627,0.71693,0.5134,0.55319,0.24956,2.14429,1.2336,0.82338,0.000575714,0.000575714,0.000575714
152,4797.3,2.11548,1.14618,0.84774,0.71394,0.51175,0.54967,0.24959,2.14053,1.22836,0.82041,0.000572886,0.000572886,0.000572886
153,4825.25,2.06708,1.12639,0.84837,0.71394,0.51175,0.54967,0.24959,2.14053,1.22836,0.82041,0.000570057,0.000570057,0.000570057
154,4859.49,2.13946,1.14361,0.82895,0.71489,0.51199,0.55168,0.24985,2.1396,1.22756,0.82031,0.000567229,0.000567229,0.000567229
155,4890.44,2.09487,1.15476,0.86251,0.71621,0.51175,0.55118,0.24885,2.14715,1.22899,0.81992,0.0005644,0.0005644,0.0005644
156,4920.1,2.03998,1.13741,0.85652,0.72261,0.51669,0.55829,0.25026,2.16005,1.23148,0.82144,0.000561571,0.000561571,0.000561571
157,4951.28,2.0686,1.10939,0.82912,0.72184,0.51853,0.56009,0.25077,2.17194,1.22758,0.82184,0.000558743,0.000558743,0.000558743
158,4981.4,2.13413,1.13524,0.83388,0.72205,0.51975,0.56046,0.25048,2.16887,1.22401,0.82186,0.000555914,0.000555914,0.000555914
159,5014.17,2.21527,1.18281,0.83543,0.72205,0.51975,0.56046,0.25048,2.16887,1.22401,0.82186,0.000553086,0.000553086,0.000553086
160,5042.9,2.01849,1.17253,0.8602,0.72228,0.52045,0.56083,0.25072,2.15397,1.22406,0.82059,0.000550257,0.000550257,0.000550257
161,5076.25,2.19228,1.14481,0.84457,0.71932,0.51857,0.55849,0.24887,2.14514,1.23666,0.82071,0.000547429,0.000547429,0.000547429
162,5108.03,2.22835,1.15437,0.82665,0.71914,0.51716,0.55775,0.24748,2.14638,1.24113,0.82165,0.0005446,0.0005446,0.0005446
163,5139.74,2.07448,1.14476,0.83671,0.71967,0.5174,0.55628,0.24986,2.13103,1.24991,0.8214,0.000541771,0.000541771,0.000541771
164,5170.01,2.04099,1.15033,0.83957,0.71967,0.5174,0.55628,0.24986,2.13103,1.24991,0.8214,0.000538943,0.000538943,0.000538943
165,5202.15,2.15002,1.16296,0.83648,0.71573,0.51313,0.55194,0.25151,2.11832,1.25858,0.8214,0.000536114,0.000536114,0.000536114
166,5230.47,2.07657,1.12669,0.84152,0.71988,0.51504,0.55407,0.25184,2.1207,1.2618,0.82154,0.000533286,0.000533286,0.000533286
167,5262.93,2.22556,1.14174,0.82146,0.72038,0.51669,0.55507,0.25246,2.12356,1.2606,0.82154,0.000530457,0.000530457,0.000530457
168,5290.35,2.10785,1.20391,0.84169,0.72096,0.51481,0.55609,0.25257,2.11734,1.24935,0.82067,0.000527629,0.000527629,0.000527629
169,5321.91,2.18066,1.14801,0.84063,0.72096,0.51481,0.55609,0.25257,2.11734,1.24935,0.82067,0.0005248,0.0005248,0.0005248
170,5353,2.19716,1.15328,0.82453,0.72274,0.51457,0.55857,0.25363,2.12147,1.24765,0.82134,0.000521971,0.000521971,0.000521971
171,5380.1,2.04207,1.17551,0.8462,0.72333,0.51872,0.56083,0.25306,2.12309,1.24249,0.82053,0.000519143,0.000519143,0.000519143
172,5409.34,2.1241,1.22247,0.82814,0.71692,0.51481,0.55629,0.25356,2.10517,1.23853,0.81791,0.000516314,0.000516314,0.000516314
173,5437.29,2.07839,1.14815,0.83123,0.7173,0.51504,0.5555,0.25542,2.09311,1.24293,0.81656,0.000513486,0.000513486,0.000513486
174,5466.8,2.1302,1.16867,0.8435,0.71626,0.51363,0.55339,0.25585,2.09304,1.24217,0.81659,0.000510657,0.000510657,0.000510657
175,5497.23,2.1668,1.16247,0.84441,0.71626,0.51363,0.55339,0.25585,2.09304,1.24217,0.81659,0.000507829,0.000507829,0.000507829
176,5528.65,2.16598,1.12945,0.84015,0.72091,0.51598,0.55759,0.2551,2.10469,1.24121,0.81801,0.000505,0.000505,0.000505
177,5558.86,2.12696,1.12623,0.83553,0.72466,0.51907,0.56176,0.25152,2.13138,1.23859,0.82073,0.000502171,0.000502171,0.000502171
178,5591.6,2.20109,1.13918,0.83982,0.72774,0.52233,0.56539,0.25014,2.15535,1.23351,0.8221,0.000499343,0.000499343,0.000499343
179,5623.81,2.27295,1.16749,0.83249,0.72938,0.52257,0.56624,0.25168,2.15998,1.23116,0.82182,0.000496514,0.000496514,0.000496514
